마지막 철든다 ! 이건줄알았는데 그저그렇게 흘러간다 식의 결말 개인적으로 마음에 들었다 . 정해진답은없다는 그런느낌이 왔다고해야되나		5		1
다시봐도 재밌고 슬프네 방금도 질질짬 ㅠㅠㅠ 영화 너무잘만듬 특히 엄정화씨 연기 진짜잘하심 ㅠㅠ		5		1
관람객정말 . 어이없고 할 말이 없고 . 헛웃음밖에 나지 않아서 . . . 더 무섭고 무서웠어요 . 끝나고 생각이 더 깊어졌내요 . 근절되어야 합니다 . 어리다는 이유로 용서는 . 없어야 합니다 .		5		1
굉장히 개꿀잼이었음 캐릭터들도 각자들만의 개성이 있고 영화들 패러디를 너무 잘하기도 했고 미국식 코미디도 나랑 맞아서 그런건지도 모르겠지만 장면마다 빵빵터지면서 봤네여 개인적으로 1 편보다도 재밌게 봐서 영화의 단점이나 허술한 점이 잘 안느계지기도 했네		5		1
장만옥이 아주 귀엽구나		5		1
너 한국말해 ? ? ㅋㅋㅋ		5		1
야한 장면이 하나도 없어서 정말 좋았던 영화 . 정말 국내산 어병이놈들이 똥 주둥아리로 열폭에 사무친 악평이나 늘어놓는다는 자체가 죄스러울 지경 . . 원숭이 닮은 존못 일본여주는 국내산 어병이들한테나 던져줄 감인데 . . 그치 어병 + + + 신 열폭개오크들아 . . ?		5		1
레옹과 더불어 마지막장면은 최고		5		1
ㅋㅋ 진짜 뻔하지만 신선한 영화 재밌다		5		1
맥어보이는 10 점이지		5		1
연출 , 영화적 해석들을 떠나 그냥 슬펐던 영화		5		1
그때가 문득 그리운 날 ! !		5		1
이정도면 괜찮지 뭐 ㅋㅋ		5		1
이영화를 10 번 봤는데 시나리오 작품성 모든사람들이 인정하는 사운드 그래픽 연출 모두 10 점으론 부족함 진짜 개명작 난잡하다 하는데 뭐가 난잡하지 이 영화가 말하는건 하나 밖에 없는데 진짜 뇌없는듯 단 일렉트로를 이해시키기엔 런닝타임이 부족한듯		5		1
정말 괜찮은 영화를 오랜만에 보게 되었습니다 . 용서를 주제로 유혈낭자한 통쾌함 없이 . 그 자체가 얼마나 힘들고 어려운 일인지 다시한번 생각할 수 있게해준 , 깊이있고 오랜 울림이 있는 아주 훌륭한 영화 입니다 .		5		1
남자주인공이 첫사랑에게 쓴 편지에 뭐라고 써있을까 궁금해지네요 .		5		1
단순히 생각하자 ~ 어드벤처 영화가 보여줘야하는 모든게 이영화에 다있다 ! 어드벤쳐 영화의 정석 ~ -		5		1
초반엔 진지한 후반부엔 끝나지 않았으면 하는 영화 .		5		1
단순한 히어로물이 아니고 가필드의 성장 이야기 원작 캐릭과 싱크로율은 미칠듯 완벽하고 누군가에겐 난잡하고 연출도 안좋다 느껴질순 있겠지만 내겐 인생영화 라고 할수있을만큼 모든 것이 완벽했다 3 편이 안나오는게 아쉬울뿐		5		1
나도 꽤 재밌게봤는데 ㅋㅋㅋ 평점이 낮네		5		1
이거 너무무섭고 쫄리면서 봤음 . . . 심리적으로 아주 ㅋㅋㅋ		5		1
마음이 따뜻해지는 영화네요 . 가족이 같이 봐도 좋을 것 같아요 . 정용화는 배우상이네요 . 잘생겨서 그런가 화면이 환해지는 느낌도 들고 주목하게 되네요		5		1
최고 ! 피아노 연주극장면 넘감동 ~		5		1
18 가슴떄문에 10 점		5		1
할 말은 없고 완전 좋음 bb		5		1
영화의 흐름도 지루함 없이 좋았고 배우들의 연기 역시 뛰어났다 . . .		5		1
간만에 느껴본다 감동 . 마음이 놓이고 상쾌하다		5		1
정말 재미있다 나도 인생역전 하고파 ~ ~		5		1
. . 소재가 넘 좋았다 재밋었다진짜		5		1
정말재밌어요 ! ! ! !		5		1
빠져들수 밖에 없는 영화		5		1
유치한데볼수록빠져듬 오카다마사키 ♥ 존잘 ㅠㅠ 오카다마사키다른작품첫사랑을너에게바친다도꼭보세요 ♥ ㅠㅠ 아야세하루카도이쁘고아역도연기질하고 마지막짱 ! 맘에듬나도마법쓸수있었음좋겠다		5		1
승준형님 보고싶습니다		5		1
연애에 대해 다시 생각하게하는 영화네요 . 가벼운듯 가볍지않은 내용이었엉 . 적당한 수위와 웃음포인트가 조화롭고 마지막 고백씬은 정말 설렘폭팔 ㅜㅜ ㅋㅋ 남친이랑 재밋게 봤어요 . 꼭 돈내고 보세요 ^ ^ ! !		5		1
관람객다 재밌었는데 대체 원래 세계의 리모는 왜 죽은거냐 .		5		1
와 진짜 어벤져스급으로 재밌고 스릴있음 디즈니영화중에 쩌는 액션이였음		5		1
드라마너무재밌어용 ㅋㅋㅋ		5		1
이 영화 제작자가 가장 잘한건 졸리를 캐스팅한것이다 .		5		1
평론가 분이 되게 웃긴 게평이 " 내 나이에서 40 빼면 좋아할 수도 " 인데 , 그렇다면 너무 유치하다 라는 얘기로 해석될 수 있는데 , 애초에 어린애들용 영화인데 , 어른에겐 당연히 유치하지 ; ; 당연한 걸 가지고 , 평점 3 점을 주네 , 진짜 어이가 없다 .		5		1
대정지좋아요 18,6001 분미리듣기재생뮤직앱정지좋아요 18 , 정지좋아요 18,6001 분미리듣기재생뮤직앱 1 분미리듣기재생뮤직앱		5		1
정말 재밌게 봤어요 ~ ~ ~ ~		5		1
