남자가 좀 멋있음 . 수모를 참고 사랑하는 여자 곁에 붙어 있다가 마침내 사랑을 얻음 . 여자도 된장짓을 하지만 마음 깊은곳에서는 아름다운 로맨틱을 꿈꾸었겠죠 .		5		1
재밌게 봤다 송강호 문소리 연기 짱		5		1
이 평점에 동의할 수 없다 . 역대급 신선한 세계관과 우수한 내러티브다 . 인간의 상상력에 경의를 .		5		1
다시 봐도 재밌다 ㅠㅠ 후속편이라도 있어줬으면		5		1
관람객굿굿 의미를 곱씹어보게되네요 ㅠㅠ 인생띵작		5		1
왜 평점 7 밖에 안되지 ? 정말 따뜻하고 사랑스러운 영화 . 내년 발렌타인데이 때 재개봉했으면 . . . 영화 보는 사람들 모두 다음 해 발렌타인데이에는 이 영화만큼 로맨틱한 사랑하고있기를		5		1
굿굿 슈퍼맨 빠빠밤 특유의 그 시그니쳐 사운드라도 맨오브스틸에서 사용하면 어떨까 클래식하면서 향수도 느끼게 해주는데 . . 물론 지금 맨오브스틸이랑 이질감은 들듯		5		1
완전 크리스마스 영화 ^ ^ 따뜻한 코코아와 케이크 먹으면서 보셔용 ~ ~ ♡		5		1
역시 믿고 보는 타란티노다 ㅋㅋㅋ 통쾌한 액션과 복수쾌감 ! !		5		1
영화 보고나서 한참을 생각하게 만드는 영화처음 장면이 내 인생의 영화로 기억되는 그런 영화두번 보면 처음 장면이 가장 슬프게 느껴지는 영화고마츠 나나 진짜 존나 예쁘다진짜 꼭 봐요 진짜 내 인생 걸작		5		1
완전 재밌게 본 애니 ! ! ! ㅎㅎㅎ 몇번씩 봤는데도 질리지가 않는다 . . 볼때마다 새로운 웃음을 주는듯 ㅎㅎ		5		1
조금전 EBS 에서 시청함 ㆍ 숨도 안쉬고본 멋진 느와르 영화였씀니다 .		5		1
생각없이 봤다가 너무재밌어서 놀란영화		5		1
너무 재미있어요		5		1
저 때 당시 학생 시절이라 나오는 대사들 인물들이 처한 상황이 별로 와 닿지 않았은데 나이먹고 군대 갔다오고 돈 벌며 생활해 보니 대사 한마디 한마디가 뼈저리게 느껴지고 알게된다 . 그립다 저 영화 나왔을 적 시절이 . .		5		1
뭐든 원작을 영화화하면 기대에 못미치는건 사실임근데 그런거 떠나서 그냥 현실적인 내용만 보면 엄청 마음에 와닿음		5		1
올 ㅋ		5		1
평점이 각박하다 . 7 정도는 받아야되는 영화		5		1
프랑스의 일상적인 풍경을 감상할 수 있었다는 점이 매력적이었고 남자배우의 표정연기 또한 일품이었음		5		1
관람객아이랑 재미있게봤어요 ^ ^		5		1
정말 아름답고 가슴 뭉쿨한 애니메이션		5		1
어린친구들이라면 이해하지만 이 영화가 재미없게 느껴지는 사람들이 불쌍하다 . 정말 압도되는 영화		5		1
뻔하고 진부하다 하지만 유쾌하고 따뜻하다		5		1
외모에 신경쓰는 조지 클루니 , 세명이 이루는 묘한 조화 , 어색하지않게 영화전체를 감싸주는 음악들 매우 인상적인 영화입니다 .		5		1
저는 정말 이거보고 사랑을 느꼈어요 . . . 뭐가 진정한 사랑인지 감동적인영화 ㅠㅜㅜ		5		1
나는 이 영화에서 무언가를 느꼈다 .		5		1
이영화보고 많은걸 느꼈고 처음엔 이게무슨막장이지라고생각했는데 보면볼수록 내용도탄탄하고 지루하지도않았어요		5		1
귀여운 반항아로만 기억되는 그녀의 풋풋한 매력이 남겨진 수작이라 생각한다 .		5		1
생각보다 달달하고 스토리도 괜찮네요 ^ ^		5		1
거상 아니었으면 아무도 몰랐다 .		5		1
정말 처음보는 웃기는 영화였다 . 백발의아저씨가 왜그렇게 웃기는지 미스터빈과는 또다른 웃음을 준다 . 서양의 유머코드가 너무나도 잘 먹혔다 .		5		1
내용 전혀 모르고 봤다가 이 영화가 일본 영화라는 거에 놀람 . 재미있기도 했지만 마지막에 감동이었어요 ~ ost 도 듣기 좋네요 !		5		1
이건 진짜 뭐라 표현할 수 없을만큼 훌륭한 영화다 . 내 인생 영화 . 구체적으로 평가하는게 무의미하다 .		5		1
1 점준 애들은 뇌를 점검하라		5		1
소품 하고 내용 . 소품 하고 내용 .		5		1
내가 쓴 이 글을 보는 당신은 행운아 . . 이 영화는 야곱의 사다리란 영화와 흡사하다 . 어디까지가 현실이고 꿈인가 ? 꿈속에서 당신이 나비가 되어 훨훨 날고 있다면 그 꿈의 주체는 나비인가 당신인가 ? 아니면 당신과 나비를 바라보는 제 3 의 주체인가 ?		5		1
다크나이트 시리즈가 3 부작인게 세상 아쉽다 .		5		1
언제 또 이런 감동적인 영화를 만나보겠나 ?		5		1
유쾌하게 그냥 볼수 있는 영화 . 가끔 다시 봐도 재미 있다 .		5		1
마음에 드는 엔딩 . . 그들은 못생겼고 영원히 행복하게 살았습니다 ㅋㅋ 내 눈엔 세상에서 가장 잘생긴 오우거 ^ ^		5		1
관람객애들이 너무 좋아해요 또보고싶다는 . .		5		1
이런 영화는 의외로 찾기 힘들다 . 조용하고 평범하지만 , 지루하지 않고 유쾌하며 보고 나면 마음이 개운해 지는 이런 영화 . 귀여운 모태 솔로 형제를 보고 나면 솔로도 나쁘지 않은 느낌 ? ! ㅎㅎ		5		1
트와이스덕분에 보게된영화		5		1
외롭고 혼자인 건 죄도 , 창피한 것도 아냐 . 그녀가 일어나 춤에 젖을 때 기뻐서 눈물이 났습니다 . 수 많은 글로리아들에게 미소를 ! !		5		1
눈가엔 잔잔이 눈물이 흘렀습니다 . 감성을 풍족하게 하는 이런 영화가 진짜 영화가 아닌가 싶습니다 .		5		1
뭔가 홍콩 스러운데 옛날 생각도 나고 좋았음		5		1
ㅋㅋㅋ 워릭 소시오패스 연기 잘하게 생김		5		1
티비에서 봤는데 넘 재밌게봤어요 ! !		5		1
나만 설레냐 문채원 너무 이쁨		5		1
이것은 슈렉 시리즈의 마지막 장이 아니다 . 독립된 하나의 경종이다 .		5		1
정말 재미 감동 시각 청각을 모두 만족시켜준 영화 . 아쉬운 부분도 있지만 이정도면 베스트		5		1
연출 . 연기가 환상적이다 .		5		1
어렸을 적에 1 편 본 사람으로서 정말 감동적이었다 . .		5		1
힛걸이 킥애스 , 빅대디 구출하는 액션씬은 최고 였다 크 . . 본격눈뽕액션		5		1
재미있어요로맨스라기보단 훈훈한 영화 ? ?		5		1
좀비가 사랑스럽게 느껴졌던 . . . ♡ 내일 비온다고하니까 피자시켜놓고 또 봐야지 : )		5		1
ㅋㅋㅋㅋ 추억의 띵작이네 지금보니 로드리게즈 감독이 이런걸 만들었다늡게 충격		5		1
오랜만에 우리 아기랑 같이 볼만한 영화 ! 정말 재미있게 봤당 ~ ! 꽤 잘만든듯 !		5		1
70 년대 미국식 느와르가 바로 이거지 . 하하하하 유치한데 괜히 멋있어 . ^ ^ b		5		1
유쾌했던 영화 . 보는 내내 기분 좋아지는 영화 .		5		1
너무나 현실적인 . 그래서 그 안의 작은 행복이 판타지로 승화되는 느낌 .		5		1
진짜 피터팬 사랑해 ♡ ♡ 둘이 키스할때 심장 부여잡고 봤다 ㅜㅜ		5		1
재미 감동 최고네요 올만에 눈물이 연기같지 않은 진짜 가족같은 연기력 꼭 보세욧		5		1
동생 끝까지 민폐만끼치다가 끝나는 영화		5		1
저는 정말 재밌게봤는데 후기가 안좋네여 ㅠㅠ 극적인 장면도 있고 전 감동했는데 ! ! ! 남자주연아이도 너무매력적이예요 순수하게 대사을 잘뽑았다고 생각합니다		5		1
액션 영화란건 이런거다 라는걸 몸소 보여주는 영화		5		1
진짜 여자로써 너무너무 공감되는부분이 많았어요		5		1
역시 인간은 변하지 않고 , 악하다 , , , , 범죄자들이 교정교화가 어렵다는 걸 제대로 보여준 영화 , .		5		1
ㅜㅜ 너무사랑스럽고 귀엽다진짜 . . 여운이많이남는 영화에요 진짜 애들만 보는만화가 아니고 너무 재밌어요		5		1
엄청 재밌는 영화 강력추천		5		1
너무 사랑스러운 영화 . . . . 디즈니 사랑해요		5		1
옌시누나때문에 10 점준다 보지마라 뭔지모르겠다		5		1
