a meatier deeper beginning and / or ending would have easily tipped this film into the '' a '' range , as is , it 's a very very strong '' b + . '' i love the robust middle of this picture .		10		1
dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . it haunts , horrifies , startles and fascinates ; it is impossible to look away . ah yes , and then there 's the music ...		10		1
the continued good chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with enough amusing banter - - blessedly curse - free - - to keep both kids and parents entertained .		10		1
cho 's timing is priceless .		10		1
believes so fervently in humanity that it feels almost anachronistic , and it is too cute by half . but arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .		10		1
this nickleby thing might have more homosexual undertones than an eddie murphy film . and just when you think it ca n't get any more gay , in pops nathan lane .		10		1
for every cheesy scene , though , there is a really cool bit - - the movie 's conception of a future - world holographic librarian -lrb- orlando jones -rrb- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .		10		1
like its title character , this nicholas nickleby finds itself in reduced circumstances - - and , also like its hero , it remains brightly optimistic , coming through in the end .		10		1
the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end .		10		1
bourne , jason bourne . he can scale a building like a super hero , he can out - stealth any agent , he 'll get the girl . he 's super spy !		10		1
be prepared to cling to the edge of your seat , tense with suspense . the ring never lets you off the hook .		10		1
it 's stylishly directed with verve ...		10		1
works because we 're never sure if ohlinger 's on the level or merely a dying , delusional man trying to get into the history books before he croaks .		10		1
good - naturedly cornball sequel .		10		1
the movie sticks much closer to hornby 's drop - dead confessional tone than the film version of high fidelity did .		10		1
not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit .		10		1
the path ice age follows most closely , though , is the one established by warner bros . giant chuck jones , who died a matter of weeks before the movie 's release .		10		1
you learn a lot about the real inside emotions of people in this movie , and a lot about the movie business itself .		10		1
nicole kidman makes it a party worth attending .		10		1
una pelcula oscura , precisa , por momentos grandiosa y casi siempre conmovedora .		10		1
if you 're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .		10		1
an intimate contemplation of two marvelously messy lives .		10		1
this movie is great -- especially if you enjoy visual arts .		10		1
lovely little thriller from hitchcock , with lots of nice shenanigans surrounding a murdered spy , a kidnapped child , a nasty church , a foreign plot and some random taxidermists .		10		1
... by the time it 's done with us , mira nair 's new movie has its audience giddy with the delight of discovery , of having been immersed in a foreign culture only to find that human nature is pretty much the same all over .		10		1
a delectable and intriguing thriller filled with surprises , read my lips is an original . this is a story of two misfits who do n't stand a chance alone , but together they are magnificent .		10		1
there is a refreshing absence of cynicism in stuart little 2 - - quite a rarity , even in the family film market . eventually , it wins you over .		10		1
the movie was very interesting from beginning to the end .		10		1
colorful , energetic and sweetly whimsical ... the rare sequel that 's better than its predecessor .		10		1
vera 's three actors - - moll , gil and bardem - - excel in insightful , empathetic performances .		10		1
imagine a scenario where bergman approaches swedish fatalism using gary larson 's far side humor		10		1
armed with a game supporting cast , from the pitch - perfect forster to the always hilarious meara and levy , like mike shoots and scores , doing its namesake proud .		10		1
... a polished and relatively sincere piece of escapism .		10		1
an interesting story with a pertinent -lrb- cinematically unique -rrb- message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive '' missing thing . ''		10		1
it challenges , this nervy oddity , like modern art should .		10		1
all in all , the count of monte cristo is okay , but it is surely no classic , like the novel upon which it is based .		10		1
one of the best inside - show - biz yarns ever .		10		1
pacino and williams seem to keep upping the ante on each other , just as their characters do in the film . what results is the best performance from either in years .		10		1
delivers more than its fair share of saucy hilarity .		10		1
presents a side of contemporary chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation .		10		1
an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .		10		1
a bittersweet drama about the limbo of grief and how truth - telling can open the door to liberation .		10		1
karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat .		10		1
sweetly sexy , funny and touching .		10		1
as an introduction to the man 's theories and influence , derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable .		10		1
a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .		10		1
in the end , the film is less the cheap thriller you 'd expect than it is a fairly revealing study of its two main characters damaged - goods people whose orbits will inevitably and dangerously collide .		10		1
morvern rocks .		10		1
director neil labute uses brutal violence to seperate dreams from reality , and along with the touching drama , and hilarious comedy , you can never tell what is going to happen next .		10		1
whenever you think you 've figured out late marriage , it throws you for a loop .		10		1
sitting in the third row of the imax cinema at sydney 's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and hovering over some of the most not		10		1
a film that takes you inside the rhythms of its subject : you experience it as you watch .		10		1
an engaging , formulaic sports drama that carries a charge of genuine excitement .		10		1
the writer , gorman bechard , undoubtedly did his homework because all references are industry and character-age appropriate .		10		1
the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air .		10		1
it 's the chemistry between the women and the droll scene - stealing wit and wolfish pessimism of anna chancellor that makes this '' two weddings and a funeral '' fun .		10		1
a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .		10		1
melodrama with a message .		10		1
it will grip even viewers who are n't interested in rap , as it cuts to the heart of american society in an unnerving way .		10		1
occasionally funny and consistently odd , and it works reasonably well as a star vehicle for zhao .		10		1
trades run - of - the - mill revulsion for extreme unease .		10		1
deliciously mean - spirited and wryly observant .		10		1
that rare movie that works on any number of levels - - as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults .		10		1
reinforces the talents of screenwriter charlie kaufman , creator of adaptation and being john malkovich .		10		1
frailty is n't as gory or explicit . but in its child - centered , claustrophobic context , it can be just as frightening and disturbing - - even punishing .		10		1
highbrow self - appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow - up .		10		1
see it .		10		1
all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure .		10		1
his performance , as awarded , was stunning .		10		1
crush is so warm and fuzzy you might be able to forgive its mean - spirited second half .		10		1
this is one of polanski 's best films .		10		1
it actually turned out to be pretty decent as far as b-list horror/suspense films go .		10		1
mastering its formidable arithmetic of cameras and souls , group articulates a flood of emotion .		10		1
so purely enjoyable that you might not even notice it 's a fairly straightforward remake of hollywood comedies such as father of the bride .		10		1
while not quite '' shrek '' or monsters , inc . '' , it 's not too bad . it 's worth taking the kids to .		10		1
smart , funny and just honest enough to provide the pleasures of a slightly naughty , just - above - average off - broadway play .		10		1
evelyn 's strong cast and surehanded direction make for a winning , heartwarming yarn .		10		1
this is what imax was made for : strap on a pair of 3 - d goggles , shut out the real world , and take a vicarious voyage to the last frontier - - space .		10		1
if the message seems more facile than the earlier films , the images have such a terrible beauty you may not care .		10		1
a simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .		10		1
worth catching for griffiths ' warm and winning central performance .		10		1
